,Concurso,Data Sorteio,Bola1 sorteio 1,Bola2 sorteio 1,Bola3 sorteio 1,Bola4 Sorteio 1,Bola5 sorteio 1,Bola6 sorteio 1,Ganhadores 6 acertos  Sorteio 1,Cidade / UF,Rateio 6 acertos  Sorteio1,Ganhadores 5   acertos Sorteio1,Rateio 5 acertos Sorteio1,Ganhadores 4 acertos Sorteio1,Rateio 4 acertos Sorteio1,Ganhadores 3 acertos Sorteio1,Rateio 3 acertos Sorteio1,Bola1 sorteio 2,Bola2 sorteio 2,Bola3 sorteio 2,Bola4 Sorteio 2,Bola5 sorteio 2,Bola6 sorteio 2,Ganhadores 6 acertos Sorteio2,Rateio 6 acertos  Sorteio 2,Ganhadores 5 acertos Sorteio2,Rateio 5 acertos Sorteio 2,Ganhadores 4 acertos Sorteio2,Rateio 4 acertos Sorteio 2,Ganhadores 3 acertos Sorteio2,Rateio 3 acertos Sorteio 2, Acumulado 6 acertos sorteio 1,Arrecadacao Total,Estimativa Prêmio,Acumulado Sorteio Especial Dupla de Páscoa,Observação
1385,1386,19/05/2015,1,13,18,25,28,38,0,POSSE/GO,"R$0,00",54,"R$3.820,45",3765,"R$52,18",0,"R$0,00",5,12,16,27,35,44,1,"R$275.072,24",118,"R$1.748,34",4647,"R$42,28",0,"R$0,00",Sim,"R$4.463.517,00","R$4.500.000,00","R$0,00",
1386,1387,22/05/2015,7,18,23,27,39,42,0,,"R$0,00",116,"R$1.919,54",5290,"R$40,08",0,"R$0,00",2,11,20,34,35,39,0,"R$0,00",72,"R$3.092,58",3905,"R$54,30",0,"R$0,00",Sim,"R$4.817.519,00","R$5.300.000,00","R$0,00",
1387,1388,26/05/2015,7,14,19,32,44,45,0,,"R$0,00",70,"R$3.848,39",3086,"R$83,13",0,"R$0,00",9,19,21,24,35,45,0,"R$0,00",34,"R$7.923,16",2508,"R$102,29",0,"R$0,00",Sim,"R$5.828.358,00","R$6.300.000,00","R$0,00",
1388,1389,29/05/2015,2,14,15,36,37,46,0,,"R$0,00",15,"R$17.518,06",2112,"R$118,49",0,"R$0,00",8,14,17,18,33,37,0,"R$0,00",35,"R$7.507,74",2681,"R$93,34",0,"R$0,00",Sim,"R$5.685.210,00","R$7.200.000,00","R$0,00",
1389,1390,02/06/2015,10,15,17,35,39,47,0,,"R$0,00",74,"R$3.915,13",3125,"R$88,29",0,"R$0,00",1,10,17,29,40,42,0,"R$0,00",48,"R$6.035,81",2474,"R$111,52",0,"R$0,00",Sim,"R$6.268.248,00","R$8.000.000,00","R$0,00",
1390,1391,05/06/2015,23,25,27,34,38,49,0,,"R$0,00",61,"R$4.510,93",2909,"R$90,08",0,"R$0,00",7,21,22,26,30,40,0,"R$0,00",35,"R$7.861,90",1791,"R$146,32",0,"R$0,00",Sim,"R$5.953.396,00","R$9.000.000,00","R$0,00",
1391,1392,09/06/2015,1,6,11,15,24,40,0,,"R$0,00",51,"R$6.522,17",2872,"R$110,30",0,"R$0,00",9,18,30,31,32,36,0,"R$0,00",50,"R$6.652,62",2602,"R$121,74",0,"R$0,00",Sim,"R$7.196.670,00","R$10.500.000,00","R$0,00",
1392,1393,12/06/2015,3,8,11,19,29,35,0,,"R$0,00",68,"R$5.392,34",3974,"R$87,87",0,"R$0,00",5,17,23,29,43,49,0,"R$0,00",133,"R$2.756,99",4813,"R$72,55",0,"R$0,00",Sim,"R$7.933.328,00","R$11.600.000,00","R$0,00",
1393,1394,16/06/2015,4,13,30,32,40,47,0,,"R$0,00",54,"R$8.097,33",3634,"R$114,59",0,"R$0,00",13,19,25,26,49,50,0,"R$0,00",102,"R$4.286,83",5016,"R$83,02",0,"R$0,00",Sim,"R$9.460.298,00","R$13.300.000,00","R$0,00",
1394,1395,19/06/2015,15,22,27,29,42,47,0,SÃO JOSÉ DOS CAMPOS/SP,"R$0,00",128,"R$3.674,24",4998,"R$89,61",0,"R$0,00",5,13,19,25,43,47,1,"R$627.070,74",185,"R$2.542,18",7285,"R$61,48",0,"R$0,00",Sim,"R$10.175.294,00","R$14.100.000,00","R$0,00",
1395,1396,23/06/2015,3,21,26,27,31,46,0,,"R$0,00",55,"R$7.561,22",3252,"R$121,79",0,"R$0,00",10,12,18,40,42,44,0,"R$0,00",62,"R$6.707,54",3625,"R$109,25",0,"R$0,00",Sim,"R$8.997.544,00","R$15.500.000,00","R$0,00",
1396,1397,26/06/2015,2,3,6,25,30,44,0,,"R$0,00",86,"R$5.963,69",4744,"R$102,96",0,"R$0,00",13,16,17,39,42,45,0,"R$0,00",128,"R$4.006,85",6065,"R$80,53",0,"R$0,00",Sim,"R$11.096.418,00","R$17.500.000,00","R$0,00",
1397,1398,30/06/2015,6,17,20,41,43,48,0,,"R$0,00",101,"R$5.987,09",5219,"R$110,34",0,"R$0,00",8,12,23,31,42,50,0,"R$0,00",87,"R$6.950,53",5347,"R$107,70",0,"R$0,00",Sim,"R$13.082.964,00","R$20.000.000,00","R$0,00",
1398,1399,03/07/2015,1,31,33,34,42,49,0,CUIABÁ/MT,"R$0,00",86,"R$8.495,25",5994,"R$116,08",0,"R$0,00",4,12,18,24,41,47,1,"R$974.122,28",123,"R$5.939,77",7550,"R$92,15",0,"R$0,00",Sim,"R$15.806.798,00","R$22.000.000,00","R$0,00",
1399,1400,07/07/2015,2,8,11,27,37,45,0,,"R$0,00",125,"R$5.908,07",7498,"R$93,80",0,"R$0,00",7,8,11,33,36,38,0,"R$0,00",135,"R$5.470,43",7070,"R$99,48",0,"R$0,00",Sim,"R$15.978.082,00","R$24.000.000,00","R$0,00",
1400,1401,10/07/2015,8,21,25,34,44,47,0,BALNEÁRIO CAMBORIÚ/SC,"R$0,00",113,"R$6.903,45",7001,"R$106,11",0,"R$0,00",12,24,29,31,38,46,1,"R$1.040.119,53",192,"R$4.062,97",8527,"R$87,12",0,"R$0,00",Sim,"R$16.877.716,00","R$25.500.000,00","R$0,00",
1401,1402,14/07/2015,1,2,19,23,36,41,1,PARNAMIRIM/RN,"R$25.451.710,46",150,"R$5.571,93",8307,"R$95,82",0,"R$0,00",1,16,31,34,47,48,0,"R$0,00",138,"R$6.056,44",7110,"R$111,95",0,"R$0,00",Não,"R$18.082.796,00","R$1.300.000,00","R$0,00","O ACUMULADO DA SENA DO 2º SORTEIO (R$ 1.114.384,74) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1402,1403,17/07/2015,6,8,25,27,30,36,0,,"R$0,00",25,"R$7.620,22",1640,"R$110,63",0,"R$0,00",14,17,20,22,27,47,0,"R$0,00",34,"R$5.603,10",1867,"R$97,17",0,"R$0,00",Sim,"R$4.121.700,00","R$2.200.000,00","R$0,00",
1403,1404,21/07/2015,8,27,28,34,40,48,0,,"R$0,00",42,"R$4.775,39",1566,"R$121,97",0,"R$0,00",3,4,11,13,23,35,0,"R$0,00",43,"R$4.664,34",2205,"R$86,62",0,"R$0,00",Sim,"R$4.339.374,00","R$2.900.000,00","R$0,00",
1404,1405,24/07/2015,10,14,26,28,45,46,0,,"R$0,00",24,"R$8.542,06",1993,"R$97,96",0,"R$0,00",13,21,26,32,36,39,0,"R$0,00",27,"R$7.592,93",1876,"R$104,07",0,"R$0,00",Sim,"R$4.435.500,00","R$3.600.000,00","R$0,00",
1405,1406,28/07/2015,12,13,16,23,37,42,0,,"R$0,00",23,"R$9.467,62",2259,"R$91,80",0,"R$0,00",2,22,28,41,42,48,0,"R$0,00",27,"R$8.065,01",1761,"R$117,76",0,"R$0,00",Sim,"R$4.711.268,00","R$4.300.000,00","R$0,00",
1406,1407,31/07/2015,17,34,35,40,46,48,0,,"R$0,00",30,"R$8.853,12",2160,"R$117,10",0,"R$0,00",13,18,33,40,41,50,0,"R$0,00",41,"R$6.477,90",2399,"R$105,43",0,"R$0,00",Sim,"R$5.746.282,00","R$5.400.000,00","R$0,00",
1407,1408,04/08/2015,2,5,14,22,29,42,0,,"R$0,00",42,"R$6.364,94",2778,"R$91,64",0,"R$0,00",9,15,27,30,40,50,0,"R$0,00",40,"R$6.683,19",2429,"R$104,81",0,"R$0,00",Sim,"R$5.783.796,00","R$6.300.000,00","R$0,00",
1408,1409,07/08/2015,12,14,17,18,25,43,0,,"R$0,00",52,"R$5.423,82",3025,"R$88,79",0,"R$0,00",6,24,25,30,32,48,0,"R$0,00",49,"R$5.755,89",2718,"R$98,82",0,"R$0,00",Sim,"R$6.102.078,00","R$7.000.000,00","R$0,00",
1409,1410,11/08/2015,4,16,17,34,36,46,0,,"R$0,00",60,"R$5.398,38",3225,"R$95,65",0,"R$0,00",11,21,24,27,30,49,0,"R$0,00",51,"R$6.351,04",2848,"R$108,31",0,"R$0,00",Sim,"R$7.007.838,00","R$8.400.000,00","R$0,00",
1410,1411,14/08/2015,4,14,19,34,38,48,0,,"R$0,00",79,"R$4.946,28",3725,"R$99,90",0,"R$0,00",1,9,21,29,33,44,0,"R$0,00",67,"R$5.832,18",3393,"R$109,68",0,"R$0,00",Sim,"R$8.454.246,00","R$10.000.000,00","R$0,00",
1411,1412,18/08/2015,3,6,22,24,29,33,0,BRASÍLIA/DF,"R$0,00",62,"R$7.092,77",4233,"R$98,93",0,"R$0,00",2,10,15,25,32,49,1,"R$586.335,19",81,"R$5.429,03",4550,"R$92,04",0,"R$0,00",Sim,"R$9.514.290,00","R$11.000.000,00","R$0,00",
1412,1413,21/08/2015,3,12,27,36,43,50,0,,"R$0,00",101,"R$4.420,71",4535,"R$93,76",0,"R$0,00",4,6,12,42,45,48,0,"R$0,00",94,"R$4.749,91",5092,"R$83,50",0,"R$0,00",Sim,"R$9.660.116,00","R$12.500.000,00","R$0,00",
1413,1414,25/08/2015,2,25,29,34,37,45,0,,"R$0,00",79,"R$5.535,05",4474,"R$93,08",0,"R$0,00",6,9,13,19,25,30,0,"R$0,00",115,"R$3.802,34",5113,"R$81,44",0,"R$0,00",Sim,"R$9.460.578,00","R$13.500.000,00","R$0,00",
1414,1415,28/08/2015,13,15,28,35,36,41,0,MARIA DA FÉ/MG,"R$0,00",100,"R$4.407,49",4750,"R$88,37",0,"R$0,00",6,7,21,25,28,29,1,"R$587.664,97",57,"R$7.732,44",3775,"R$111,19",0,"R$0,00",Sim,"R$9.535.868,00","R$14.500.000,00","R$0,00",
1415,1416,01/09/2015,3,16,30,38,43,50,0,CONTAGEM/MG,"R$0,00",72,"R$6.108,02",3651,"R$114,71",0,"R$0,00",8,19,22,30,34,42,1,"R$586.369,45",79,"R$5.566,80",3721,"R$112,55",0,"R$0,00",Sim,"R$9.514.846,00","R$15.500.000,00","R$0,00",
1416,1417,04/09/2015,2,4,20,26,29,48,0,,"R$0,00",99,"R$5.150,72",4871,"R$99,70",0,"R$0,00",3,9,11,18,36,47,0,"R$0,00",92,"R$5.542,63",6155,"R$78,90",0,"R$0,00",Sim,"R$11.032.468,00","R$17.000.000,00","R$0,00",
1417,1418,08/09/2015,14,31,32,33,37,39,0,,"R$0,00",48,"R$6.535,51",3056,"R$97,76",0,"R$0,00",14,21,23,27,32,46,0,"R$0,00",71,"R$4.418,38",3627,"R$82,37",0,"R$0,00",Sim,"R$6.787.192,00","R$18.000.000,00","R$0,00",
1418,1419,11/09/2015,15,17,20,24,31,46,2,"BELO HORIZONTE/MG; 
PARAUAPEBAS/PA; 
CAMPINAS/SP; 
SÃO PAULO/SP","R$9.159.959,18",107,"R$4.963,43",4804,"R$105,28",0,"R$0,00",4,25,28,31,32,38,2,"R$354.057,88",81,"R$6.556,63",4133,"R$122,38",0,"R$0,00",Não,"R$11.490.388,00","R$200.000,00","R$0,00",
1419,1420,15/09/2015,1,10,22,36,40,45,0,,"R$0,00",23,"R$6.357,82",1182,"R$117,82",0,"R$0,00",22,27,33,40,49,50,0,"R$0,00",26,"R$5.624,23",1303,"R$106,88",0,"R$0,00",Sim,"R$3.163.774,00","R$850.000,00","R$0,00",
1420,1421,18/09/2015,3,29,36,39,41,47,0,,"R$0,00",11,"R$13.851,39",1270,"R$114,25",0,"R$0,00",1,11,12,19,39,48,0,"R$0,00",27,"R$5.643,16",1349,"R$107,56",0,"R$0,00",Sim,"R$3.296.516,00","R$1.300.000,00","R$0,00",
1421,1422,22/09/2015,18,24,31,32,36,45,0,,"R$0,00",37,"R$4.246,21",1688,"R$88,64",0,"R$0,00",4,11,26,31,33,43,0,"R$0,00",17,"R$9.241,75",1399,"R$106,95",0,"R$0,00",Sim,"R$3.399.164,00","R$1.900.000,00","R$0,00",
1422,1423,25/09/2015,12,13,21,23,28,43,0,,"R$0,00",17,"R$9.633,30",1622,"R$96,15",0,"R$0,00",2,10,17,39,47,49,0,"R$0,00",24,"R$6.823,59",1597,"R$97,66",0,"R$0,00",Sim,"R$3.543.180,00","R$2.300.000,00","R$0,00",
1423,1424,29/09/2015,14,15,23,28,39,49,0,,"R$0,00",19,"R$8.989,01",1626,"R$100,03",0,"R$0,00",3,6,17,21,27,36,0,"R$0,00",30,"R$5.693,04",1754,"R$92,73",0,"R$0,00",Sim,"R$3.695.172,00","R$3.000.000,00","R$0,00",
1424,1425,02/10/2015,2,12,27,34,35,47,0,VILA VELHA/ES,"R$0,00",29,"R$6.791,59",2129,"R$88,10",0,"R$0,00",22,31,33,42,45,46,1,"R$262.608,28",32,"R$6.154,88",1641,"R$114,30",0,"R$0,00",Sim,"R$4.261.268,00","R$3.500.000,00","R$0,00",
1425,1426,06/10/2015,1,8,11,21,24,26,0,,"R$0,00",34,"R$6.223,53",1855,"R$108,63",0,"R$0,00",23,25,32,33,34,47,0,"R$0,00",45,"R$4.702,23",2130,"R$94,61",0,"R$0,00",Sim,"R$4.578.096,00","R$4.200.000,00","R$0,00",
1426,1427,09/10/2015,13,24,27,33,36,48,0,,"R$0,00",93,"R$2.451,26",3547,"R$61,20",0,"R$0,00",3,4,25,32,37,42,0,"R$0,00",27,"R$8.443,22",2076,"R$104,58",0,"R$0,00",Sim,"R$4.932.202,00","R$5.000.000,00","R$0,00",
1427,1428,13/10/2015,11,19,24,28,31,38,0,,"R$0,00",27,"R$6.236,90",1462,"R$109,69",0,"R$0,00",1,14,21,27,28,45,0,"R$0,00",25,"R$6.735,85",1846,"R$86,87",0,"R$0,00",Sim,"R$3.643.358,00","R$5.500.000,00","R$0,00",
1428,1429,16/10/2015,1,8,22,26,31,44,0,,"R$0,00",46,"R$5.069,93",2033,"R$109,25",0,"R$0,00",9,15,20,25,35,40,0,"R$0,00",41,"R$5.688,21",1835,"R$121,04",0,"R$0,00",Sim,"R$5.045.786,00","R$6.300.000,00","R$0,00",
1429,1430,20/10/2015,2,7,8,12,22,32,0,,"R$0,00",30,"R$7.450,79",2187,"R$97,33",0,"R$0,00",14,15,18,30,34,45,0,"R$0,00",31,"R$7.210,44",1883,"R$113,05",0,"R$0,00",Sim,"R$4.836.070,00","R$7.100.000,00","R$0,00",
1430,1431,23/10/2015,7,10,17,20,30,42,1,SÃO PAULO/SP,"R$7.090.567,38",36,"R$7.131,06",2176,"R$112,35",0,"R$0,00",7,14,16,17,22,25,0,"R$0,00",63,"R$4.074,89",2576,"R$94,91",0,"R$0,00",Não,"R$5.554.250,00","R$700.000,00","R$0,00",
1431,1432,27/10/2015,9,23,27,36,40,46,0,,"R$0,00",23,"R$5.602,89",1135,"R$108,13",0,"R$0,00",4,20,26,30,32,39,0,"R$0,00",9,"R$14.318,48",940,"R$130,56",0,"R$0,00",Sim,"R$2.788.102,00","R$1.000.000,00","R$0,00",
1432,1433,30/10/2015,5,6,23,30,33,41,0,,"R$0,00",11,"R$12.606,93",1138,"R$116,05",0,"R$0,00",11,12,30,32,45,50,0,"R$0,00",20,"R$6.933,81",1172,"R$112,68",0,"R$0,00",Sim,"R$3.000.344,00","R$1.600.000,00","R$0,00",
1433,1434,03/11/2015,7,15,24,30,32,39,0,,"R$0,00",15,"R$8.003,11",925,"R$123,60",0,"R$0,00",6,8,22,26,29,36,0,"R$0,00",20,"R$6.002,34",1181,"R$96,80",0,"R$0,00",Sim,"R$2.597.284,00","R$2.100.000,00","R$0,00",
1434,1435,06/11/2015,1,7,33,36,42,46,0,,"R$0,00",21,"R$7.945,71",1272,"R$124,93",0,"R$0,00",6,7,24,36,43,50,0,"R$0,00",27,"R$6.180,00",1672,"R$95,04",0,"R$0,00",Sim,"R$3.610.116,00","R$2.600.000,00","R$0,00",
1435,1436,10/11/2015,5,7,20,29,45,49,0,,"R$0,00",28,"R$5.611,69",1414,"R$105,83",0,"R$0,00",3,13,19,26,42,48,0,"R$0,00",61,"R$2.575,86",2242,"R$66,74",0,"R$0,00",Sim,"R$3.399.546,00","R$3.100.000,00","R$0,00",
1436,1437,13/11/2015,3,18,24,41,43,44,0,,"R$0,00",21,"R$8.409,70",1524,"R$110,36",0,"R$0,00",2,14,28,32,36,41,0,"R$0,00",57,"R$3.098,31",2021,"R$83,22",0,"R$0,00",Sim,"R$3.820.928,00","R$3.700.000,00","R$0,00",
1437,1438,17/11/2015,2,5,26,27,30,46,0,,"R$0,00",25,"R$7.073,66",1577,"R$106,79",0,"R$0,00",8,13,19,21,23,38,0,"R$0,00",35,"R$5.052,62",1858,"R$90,64",0,"R$0,00",Sim,"R$3.826.074,00","R$4.300.000,00","R$0,00",
1438,1439,20/11/2015,2,3,4,9,30,31,0,,"R$0,00",27,"R$6.416,23",1591,"R$103,70",0,"R$0,00",2,14,17,19,32,36,0,"R$0,00",50,"R$3.464,77",2421,"R$68,14",0,"R$0,00",Sim,"R$3.748.114,00","R$4.800.000,00","R$0,00",
1439,1440,24/11/2015,2,3,6,12,16,37,0,,"R$0,00",38,"R$5.353,32",1807,"R$107,21",0,"R$0,00",12,23,31,42,48,49,0,"R$0,00",42,"R$4.843,47",2015,"R$96,14",0,"R$0,00",Sim,"R$4.401.244,00","R$5.600.000,00","R$0,00",
1440,1441,27/11/2015,2,4,11,22,24,45,0,,"R$0,00",54,"R$4.028,74",2507,"R$82,64",0,"R$0,00",11,22,24,29,46,50,0,"R$0,00",31,"R$7.017,80",2017,"R$102,72",0,"R$0,00",Sim,"R$4.706.866,00","R$6.300.000,00","R$0,00",
1441,1442,01/12/2015,2,7,9,20,25,34,1,ARAQUARI/SC,"R$6.349.776,84",36,"R$6.620,76",2501,"R$90,76",0,"R$0,00",6,12,21,22,26,45,0,"R$0,00",30,"R$7.944,91",2295,"R$98,90",0,"R$0,00",Não,"R$5.156.790,00","R$500.000,00","R$0,00","O ACUMULADO DA SENA DO 2º SORTEIO (R$ 317.796,43) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1442,1443,04/12/2015,3,12,15,17,18,41,0,,"R$0,00",15,"R$8.800,08",1272,"R$98,83",0,"R$0,00",4,5,16,20,24,45,0,"R$0,00",21,"R$6.285,77",1551,"R$81,05",0,"R$0,00",Sim,"R$2.855.926,00","R$1.000.000,00","R$0,00",
1443,1444,08/12/2015,12,20,35,39,40,42,0,,"R$0,00",12,"R$10.520,89",914,"R$131,55",0,"R$0,00",9,14,16,34,37,49,0,"R$0,00",31,"R$4.072,60",1282,"R$93,79",0,"R$0,00",Sim,"R$2.731.512,00","R$1.500.000,00","R$0,00",
1444,1445,11/12/2015,20,21,30,37,38,49,0,,"R$0,00",5,"R$27.842,36",724,"R$183,12",0,"R$0,00",5,9,13,18,36,46,0,"R$0,00",41,"R$3.395,41",1842,"R$71,97",0,"R$0,00",Sim,"R$3.011.932,00","R$2.000.000,00","R$0,00",
1445,1446,15/12/2015,4,11,30,34,35,47,0,,"R$0,00",21,"R$6.649,27",1191,"R$111,65",0,"R$0,00",11,24,32,36,45,46,0,"R$0,00",20,"R$6.981,73",1477,"R$90,03",0,"R$0,00",Sim,"R$3.021.082,00","R$2.400.000,00","R$0,00",
1446,1447,18/12/2015,2,4,14,34,37,40,0,,"R$0,00",26,"R$6.067,11",1283,"R$117,09",0,"R$0,00",2,6,11,22,36,37,0,"R$0,00",21,"R$7.511,66",1517,"R$99,03",0,"R$0,00",Sim,"R$3.412.908,00","R$3.000.000,00","R$0,00",
1447,1448,22/12/2015,10,16,23,43,44,50,0,,"R$0,00",33,"R$4.546,85",1571,"R$90,96",0,"R$0,00",1,7,15,18,29,32,0,"R$0,00",20,"R$7.502,31",1299,"R$110,00",0,"R$0,00",Sim,"R$3.246.340,00","R$3.500.000,00","R$0,00",
1448,1449,26/12/2015,2,3,9,22,42,45,0,,"R$0,00",18,"R$5.975,53",1251,"R$81,88",0,"R$0,00",10,20,24,38,46,49,0,"R$0,00",14,"R$7.682,82",796,"R$128,69",0,"R$0,00",Sim,"R$2.327.114,00","R$3.800.000,00","R$0,00",
1449,1450,29/12/2015,7,24,34,36,46,47,0,,"R$0,00",24,"R$5.797,19",1456,"R$91,00",0,"R$0,00",4,6,16,17,38,46,0,"R$0,00",13,"R$10.702,51",1284,"R$103,19",0,"R$0,00",Sim,"R$3.010.220,00","R$4.200.000,00","R$0,00",
1450,1451,02/01/2016,3,11,21,27,29,41,1,BALNEÁRIO CAMBORIÚ/SC,"R$4.161.106,89",13,"R$7.873,29",965,"R$101,01",0,"R$0,00",2,7,19,27,29,40,0,"R$0,00",14,"R$7.310,91",900,"R$108,30",0,"R$0,00",Não,"R$2.214.464,00","R$350.000,00","R$0,00",
1451,1452,05/01/2016,1,8,21,24,41,42,1,JUNDIAÍ/SP,"R$359.327,39",12,"R$9.285,71",968,"R$109,63",0,"R$0,00",16,23,24,26,46,48,0,"R$0,00",18,"R$6.190,48",1017,"R$104,34",0,"R$0,00",Não,"R$2.448.078,00","R$350.000,00","R$0,00",
1452,1453,09/01/2016,8,14,20,23,26,45,0,,"R$0,00",39,"R$3.262,23",1325,"R$91,44",0,"R$0,00",34,35,36,39,41,43,0,"R$0,00",25,"R$5.089,07",1141,"R$106,19",0,"R$0,00",Sim,"R$2.795.166,00","R$800.000,00","R$0,00",
1453,1454,12/01/2016,3,17,26,41,42,44,0,,"R$0,00",22,"R$4.767,28",858,"R$116,41",0,"R$0,00",7,9,16,33,42,50,0,"R$0,00",20,"R$5.244,01",1120,"R$89,18",0,"R$0,00",Sim,"R$2.304.210,00","R$1.300.000,00","R$0,00",
1454,1455,15/01/2016,14,18,20,23,36,44,0,,"R$0,00",32,"R$3.924,89",1313,"R$91,10",0,"R$0,00",4,17,27,31,40,48,0,"R$0,00",16,"R$7.849,78",999,"R$119,73",0,"R$0,00",Sim,"R$2.759.348,00","R$1.700.000,00","R$0,00",
1455,1456,19/01/2016,23,25,26,37,47,49,0,,"R$0,00",23,"R$5.768,14",1328,"R$95,14",0,"R$0,00",6,9,22,32,46,49,0,"R$0,00",24,"R$5.527,81",1316,"R$96,01",0,"R$0,00",Sim,"R$2.914.692,00","R$2.200.000,00","R$0,00",
1456,1457,22/01/2016,13,15,29,31,42,45,0,VENDA NOVA DO IMIGRANTE/ES,"R$0,00",44,"R$3.465,83",1848,"R$78,59",0,"R$0,00",5,9,12,16,41,46,1,"R$203.328,64",48,"R$3.177,01",1592,"R$91,22",0,"R$0,00",Sim,"R$3.350.338,00","R$2.500.000,00","R$0,00",
1457,1458,26/01/2016,1,14,16,17,29,35,0,,"R$0,00",17,"R$8.403,08",1092,"R$124,58",0,"R$0,00",6,30,35,40,47,50,0,"R$0,00",12,"R$11.904,37",1103,"R$123,34",0,"R$0,00",Sim,"R$3.138.458,00","R$2.900.000,00","R$0,00",
1458,1459,29/01/2016,14,20,24,30,35,44,0,,"R$0,00",22,"R$7.323,51",991,"R$154,83",0,"R$0,00",4,8,15,25,41,45,0,"R$0,00",22,"R$7.323,51",1617,"R$94,89",0,"R$0,00",Sim,"R$3.539.736,00","R$3.600.000,00","R$0,00",
1459,1460,02/02/2016,12,21,25,36,49,50,0,,"R$0,00",30,"R$5.328,93",1546,"R$98,48",0,"R$0,00",4,15,22,27,36,46,0,"R$0,00",33,"R$4.844,48",1655,"R$91,99",0,"R$0,00",Sim,"R$3.512.288,00","R$4.000.000,00","R$0,00",
1460,1461,05/02/2016,8,10,12,13,33,42,0,,"R$0,00",31,"R$6.518,45",2019,"R$95,31",0,"R$0,00",1,15,18,19,21,24,0,"R$0,00",25,"R$8.082,88",1856,"R$103,69",0,"R$0,00",Sim,"R$4.439.506,00","R$4.800.000,00","R$0,00",
1461,1462,10/02/2016,3,8,24,26,46,47,0,,"R$0,00",15,"R$8.008,80",1252,"R$91,38",0,"R$0,00",12,35,38,39,42,48,0,"R$0,00",22,"R$5.460,54",1128,"R$101,42",0,"R$0,00",Sim,"R$2.639.290,00","R$5.000.000,00","R$0,00",
1462,1463,12/02/2016,11,22,25,29,33,49,0,,"R$0,00",34,"R$5.371,14",2108,"R$82,50",0,"R$0,00",3,19,33,38,46,47,0,"R$0,00",37,"R$4.935,64",2017,"R$86,22",0,"R$0,00",Sim,"R$4.012.124,00","R$5.700.000,00","R$0,00",
1463,1464,16/02/2016,22,24,38,41,42,48,0,,"R$0,00",33,"R$6.618,82",1816,"R$114,54",0,"R$0,00",10,18,22,31,37,38,0,"R$0,00",35,"R$6.240,60",1560,"R$133,34",0,"R$0,00",Sim,"R$4.798.696,00","R$6.500.000,00","R$0,00",
1464,1465,19/02/2016,10,25,27,37,43,48,0,,"R$0,00",30,"R$7.829,13",2132,"R$104,91",0,"R$0,00",17,19,28,31,34,36,0,"R$0,00",37,"R$6.347,94",2151,"R$103,99",0,"R$0,00",Sim,"R$5.160.164,00","R$7.300.000,00","R$0,00",
1465,1466,23/02/2016,22,34,35,36,45,50,0,,"R$0,00",30,"R$8.018,76",2124,"R$107,86",0,"R$0,00",18,23,26,27,34,48,0,"R$0,00",49,"R$4.909,45",2559,"R$89,53",0,"R$0,00",Sim,"R$5.285.148,00","R$8.200.000,00","R$0,00",
1466,1467,26/02/2016,7,10,15,32,36,37,0,,"R$0,00",63,"R$4.619,88",2414,"R$114,82",0,"R$0,00",7,11,14,16,26,46,0,"R$0,00",47,"R$6.192,60",2801,"R$98,96",0,"R$0,00",Sim,"R$6.394.398,00","R$9.000.000,00","R$0,00",
1467,1468,01/03/2016,2,11,14,18,19,41,0,,"R$0,00",68,"R$4.482,36",3128,"R$92,80",0,"R$0,00",1,8,17,31,33,41,0,"R$0,00",28,"R$10.885,73",2560,"R$113,39",0,"R$0,00",Sim,"R$6.696.444,00","R$10.300.000,00","R$0,00",
1468,1469,04/03/2016,5,7,17,23,33,35,0,MANAUS/AM,"R$0,00",76,"R$4.703,23",4159,"R$81,85",0,"R$0,00",13,14,16,32,35,39,1,"R$476.594,56",88,"R$4.061,89",3638,"R$93,57",0,"R$0,00",Sim,"R$7.853.064,00","R$11.200.000,00","R$0,00",
1469,1470,08/03/2016,8,18,26,38,44,49,1,BRASÍLIA/DF,"R$11.100.552,50",75,"R$5.130,84",4073,"R$89,98",0,"R$0,00",1,15,28,35,39,45,0,"R$0,00",59,"R$6.522,25",3228,"R$113,53",0,"R$0,00",Não,"R$8.454.318,00","R$700.000,00","R$0,00","O ACUMULADO DA SENA DO 2º SORTEIO (R$ 513.084,06) FICA ACUMULADO PARA A SENA DO 1º SORTEIO DO PRÓXIMO CONCURSO."
1470,1471,11/03/2016,2,3,19,22,24,43,0,,"R$0,00",27,"R$4.961,65",1430,"R$89,22",0,"R$0,00",7,11,16,22,30,46,0,"R$0,00",24,"R$5.581,86",1477,"R$86,38",0,"R$0,00",Sim,"R$2.943.194,00","R$1.300.000,00","R$0,00",
1471,1472,15/03/2016,4,8,15,30,43,46,0,CANOAS/RS,"R$0,00",20,"R$7.221,66",1413,"R$97,34",0,"R$0,00",7,8,26,32,36,50,1,"R$192.577,59",18,"R$8.024,07",1181,"R$116,47",0,"R$0,00",Sim,"R$3.173.188,00","R$1.600.000,00","R$0,00",
